Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Name Cleaned,Translated Name Cleaned,Category (EN),Context Name,Product,Best Category,Top 1,Top 2,Top 3,Synthetic
Coop,PINEAPPLE 4%,14.46,READY TO DRINK,,,27.5,CL.,2025-05-26,pineapple,pineapple,Ready to Drink,pineapple Ready to Drink,pineapple Ready to Drink,Pineapple Juice,Pineapple Juice (0.78),Pineapple (0.78),Canned Pineapple (0.75),True
Coop,GÆR,5.47,GÆR,,,50,GR.,2025-05-26,gær,yeast,Yeast,yeast Yeast,yeast Yeast,Rye Bread,Rye Bread (0.37),Rye Flour (0.35),Bread Loaf (0.33),True
Coop,ØKO. JORDBÆR,23.9,"MELON, BÆR, VINDRUER & EKSOTISK FRUGT",,,300,GR.,2025-05-26,jordbær,strawberries,"Melon, Berries, Grapes & Exotic Fruit","strawberries Melon, Berries, Grapes & Exotic Fruit","strawberries Melon, Berries, Grapes & Exotic Fruit",Strawberries,Strawberries (0.73),Berries (0.65),Blueberries (0.62),True
Coop,ÅRGANGSBRYG 10%,14.69,SPECIAL ØL,,,50,CL.,2025-05-26,årgangsbryg,vintage brew,Specialty Beer,vintage brew Specialty Beer,vintage brew Specialty Beer,Sports Drink,Sports Drink (0.47),Cider (Alcoholic) (0.43),Cider (0.36),True
Coop,BASMATI RIS,19.31,"RIS & PASTA, MV",,,1,KG.,2025-05-26,basmati ris,basmati rice,"Rice & Pasta, etc.","basmati rice Rice & Pasta, etc.","basmati rice Rice & Pasta, etc.",Rice,Rice (0.64),Pasta (0.48),Pasta Sauce (0.48),True
Coop,BACON & BBQ GRILLBØFFER,27.13,GRIS,,,250,GR.,2025-05-26,bacon & bbq grillbøffer,bacon & bbq grill steaks,Pork,bacon & bbq grill steaks Pork,bacon & bbq grill steaks Pork,Pork,Beef (0.61),Pork Chops (0.53),Pork Mince (0.48),True
Coop,PISKEFLØDE 36%,16.23,FLØDE M.V.,,,250,ML.,2025-05-26,piskefløde,whip cream,Cream etc.,whip cream Cream etc.,whip cream Cream etc.,Whipping Cream,Whipping Cream (0.80),Ice Cream (0.59),Cream Cheese (0.54),True
Coop,ØKOLOGISK RAPSOLIE,29.95,"OLIE, EDDIKE & BALSAMICO",,,500,ML.,2025-05-26,rapsolie,rapeseed oil,"Oil, Vinegar & Balsamic","rapeseed oil Oil, Vinegar & Balsamic","rapeseed oil Oil, Vinegar & Balsamic",Herbal Tea,Herbal Tea (0.38),Grape Juice (0.38),Fruit Juice (Mixed) (0.36),True
Coop,SOUR CREAM & ONION,11.55,CHIPS OG SNACKS,,,250,GR.,2025-05-26,sour cream & onion,sour cream & onion,Chips and Snacks,sour cream & onion Chips and Snacks,sour cream & onion Chips and Snacks,Chips,Chips (0.55),Onions (0.46),Biscuits (0.46),True
Coop,CHILI GOUDA,23.09,SPECIALOST,,,200,GR.,2025-05-26,chili gouda,chili gouda,Specialty Cheese,chili gouda Specialty Cheese,chili gouda Specialty Cheese,Cream Cheese,Cream Cheese (0.58),Cottage Cheese (0.58),Feta Cheese (0.52),True
Coop,NYE KARTOFLER,14.42,KARTOFLER & LØG,,,1,STK.,2025-05-26,nye kartofler,New potatoes,Potatoes & Onions,New potatoes Potatoes & Onions,New potatoes Potatoes & Onions,Potatoes,Potatoes (0.73),Onions (0.61),Tomatoes (0.41),True
Coop,BBQ SAUCE,5.05,DRESSING,,,70,GR.,2025-05-26,bbq sauce,bbq sauce,Dressing,bbq sauce Dressing,bbq sauce Dressing,Pasta Sauce,Pasta Sauce (0.51),Mixed Salad (0.44),Mayonnaise (0.39),True
Coop,BLANDING 95,73.17,KAFFE,,,400,GR.,2025-05-26,blanding,mixture,Coffee,mixture Coffee,mixture Coffee,Coffee,Coffee (0.74),Ground Coffee (0.70),Instant Coffee (0.67),True
Coop,GROVBIRKES,7.11,BAVINCHI BAGER,,,85,GR.,2025-05-26,grovbirkes,rough birches,Bavinchi Bakery,rough birches Bavinchi Bakery,rough birches Bavinchi Bakery,Crispbread,Crispbread (0.44),Bread Loaf (0.43),Biscuits (0.43),True
Coop,SOLSIKKERUGBRØD,8.64,RUGBRØD,,,500,GR.,2025-05-26,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60),True
Coop,ÆBLEJUICE,11.23,JUICE M.V.,,,1,LTR.,2025-05-26,æblejuice,apple juice,Juice etc.,apple juice Juice etc.,apple juice Juice etc.,Apple Juice,Apple Juice (0.87),Juice (0.73),Fruit Juice (Mixed) (0.72),True
Coop,EARL GREY,8.43,TE,,,30,GR.,2025-05-26,earl grey,Earl grey,Tea,Earl grey Tea,Earl grey Tea,Tea,Tea (0.71),Herbal Tea (0.66),Iced Tea (0.60),True
Coop,KIWI I BAKKE,14.52,"BLOMMER, FERSKEN, NEKTARINER & KIWI",,,800,GR.,2025-05-26,kiwi i bakke,kiwi in tray,"Plums, Peaches, Nectarines & Kiwi","kiwi in tray Plums, Peaches, Nectarines & Kiwi","kiwi in tray Plums, Peaches, Nectarines & Kiwi",Kiwi,Canned Peaches (0.52),Fruit Mix (0.47),Canned Fruit (0.45),True
Coop,HØNSEBOUILLON,4.54,SAUCER & NEM MAD,,,100,GR.,2025-05-26,hønsebouillon,chicken broth,Sauces & Easy Meals,chicken broth Sauces & Easy Meals,chicken broth Sauces & Easy Meals,Bouillon,Chicken Mixed Cuts (0.49),Ready Meals (0.48),Chicken Breast (0.44),True
Coop,"COCKTAIL 5,3%",37.92,READY TO DRINK,,,70,CL.,2025-05-26,"cocktail ,",cocktail,Ready to Drink,cocktail Ready to Drink,cocktail Ready to Drink,Sports Drink,Sports Drink (0.56),Cider (Alcoholic) (0.47),Cocoa Drink (0.45),True
Coop,SHAKER 4%,16.32,READY TO DRINK,,,27.5,CL.,2025-05-26,shaker,shaker,Ready to Drink,shaker Ready to Drink,shaker Ready to Drink,Sports Drink,Sports Drink (0.49),Ready Meals (0.41),Energy Drink (0.40),True
Coop,INSTANT KAFFE,77.14,INSTANT KAFFE,,,200,GR.,2025-05-26,instant kaffe,instant coffee,Instant Coffee,instant coffee Instant Coffee,instant coffee Instant Coffee,Instant Coffee,Instant Coffee (0.94),Coffee (0.70),Ground Coffee (0.62),True
Coop,"ELLEBRYG 0,5%",18.26,ALKOHOLFRI ØL/VIN,,,50,CL.,2025-05-26,"ellebryg ,",ellebryg,Non-Alcoholic Beer/Wine,ellebryg Non-Alcoholic Beer/Wine,ellebryg Non-Alcoholic Beer/Wine,Cider (Alcoholic),Cider (Alcoholic) (0.56),Sports Drink (0.47),Energy Drink (0.40),True
Coop,TOMATER I BAKKE,16.79,"AGURK, TOMAT & PEBERFRUGT",,,500,GR.,2025-05-26,tomater i bakke,tomatoes in tray,"Cucumber, Tomato & Bell Pepper","tomatoes in tray Cucumber, Tomato & Bell Pepper","tomatoes in tray Cucumber, Tomato & Bell Pepper",Tomatoes,Tomatoes (0.63),Tinned Tomatoes (0.55),Tomato Paste (0.51),True
Coop,"MINIMÆLK 0,4%",14.12,MÆLK M.V.,,,1,LTR.,2025-05-26,"minimælk ,",mini-milk,Milk etc.,mini-milk Milk etc.,mini-milk Milk etc.,Milk,Milk (0.74),Plant Milk (0.65),Cocoa Milk (0.64),True
Coop,ØKO. SMÅ KARTOFLER,16.84,KARTOFLER & LØG,,,650,GR.,2025-05-26,små kartofler,Small potatoes,Potatoes & Onions,Small potatoes Potatoes & Onions,Small potatoes Potatoes & Onions,Potatoes,Potatoes (0.73),Onions (0.61),Tomatoes (0.41),True
Coop,NESCAFE,70.19,INSTANT KAFFE,,,300,GR.,2025-05-26,nescafe,nescafe,Instant Coffee,nescafe Instant Coffee,nescafe Instant Coffee,Instant Coffee,Instant Coffee (0.78),Coffee (0.65),Ground Coffee (0.60),True
Coop,RISTRETTO KAPSLER,21.58,KAFFE,,,10,STK.,2025-05-26,ristretto kapsler,ristretto capsules,Coffee,ristretto capsules Coffee,ristretto capsules Coffee,Coffee,Coffee (0.57),Instant Coffee (0.53),Coffee Beans (0.51),True
Coop,VANILJE,24.67,YOGHURT M.V.,,,1000,GR.,2025-05-26,vanilje,Vanilla,Yogurt etc.,Vanilla Yogurt etc.,Vanilla Yogurt etc.,Yogurt,Yogurt (0.78),Ice Cream (0.49),Cocoa Milk (0.48),True
Coop,"SØDMÆLK 3,5%",8.18,MÆLK M.V.,,,0.5,LTR.,2025-05-26,"sødmælk ,",whole milk,Milk etc.,whole milk Milk etc.,whole milk Milk etc.,Milk,Milk (0.76),Plant Milk (0.65),Cocoa Milk (0.64),True
Coop,HK. OKSEKØD 8-12%,108.83,HAKKET KØD,,,800,GR.,2025-05-26,hk oksekød,hek beef,Minced Meat,hek beef Minced Meat,hek beef Minced Meat,Beef Mince,Beef Mince (0.69),Beef (0.61),Pork Mince (0.54),True
Coop,SAMSØ OST 45+,57.08,SKÆREOST,,,425,GR.,2025-05-26,samsø ost +,Samsoe cheese,Block Cheese,Samsoe cheese Block Cheese,Samsoe cheese Block Cheese,Cheese Block,Cheese Block (0.74),Cottage Cheese (0.63),Cream Cheese (0.63),True
Coop,GRØN PESTO,6.79,SAUCER & NEM MAD,,,130,GR.,2025-05-26,grøn pesto,green pesto,Sauces & Easy Meals,green pesto Sauces & Easy Meals,green pesto Sauces & Easy Meals,Ready Meals,Ready Meals (0.47),Pasta Sauce (0.45),Pasta Salad (0.42),True
Coop,MELLEMRISTET NO 103,76.76,KAFFE,,,500,GR.,2025-05-26,mellemristet no,medium toasted no,Coffee,medium toasted no Coffee,medium toasted no Coffee,Coffee,Coffee (0.58),Toast Bread (0.56),Ground Coffee (0.55),True
Coop,MAKRELFILET I TOMAT,11.19,FISKEKONSERVES,,,125,GR.,2025-05-26,makrelfilet i tomat,mackerel fillets in tomato,Canned Fish,mackerel fillets in tomato Canned Fish,mackerel fillets in tomato Canned Fish,Fish Fillet,Fish Fillet (0.65),Tuna (Canned) (0.52),Smoked Salmon (0.44),True
Coop,THAT'S WHY ORIGINAL 13%,49.34,RØDVIN,,,75,CL.,2025-05-26,thats why original,That's why original,Red Wine,That's why original Red Wine,That's why original Red Wine,Grape Juice,Grape Juice (0.40),Grapes (0.38),Cider (Alcoholic) (0.37),True
Coop,COCA COLA,22.37,"SODAVAND, VAND, SMOOTHIES M.V.",,,1.98,LTR.,2025-05-26,coca cola,Coca Cola,"Soft Drinks, Water, Smoothies etc.","Coca Cola Soft Drinks, Water, Smoothies etc.","Coca Cola Soft Drinks, Water, Smoothies etc.",Cola,Cola (0.64),Soda (0.60),Berry Juice (0.53),True
Coop,"THE ZIN 11,5%",97.89,ROSEVIN,,,3,LTR.,2025-05-26,"the zin ,",the zin,Rosé Wine,the zin Rosé Wine,the zin Rosé Wine,Grape Juice,Grape Juice (0.41),Grapes (0.38),Berry Juice (0.37),True
Coop,"HYTTEOST 4,0%",15.08,HYTTEOST,,,200,GR.,2025-05-26,"hytteost ,",cottage cheese,Cottage Cheese,cottage cheese Cottage Cheese,cottage cheese Cottage Cheese,Cottage Cheese,Cottage Cheese (0.94),Cream Cheese (0.72),Cheese Block (0.61),True
Coop,KYLLINGEINDERFILET,37.2,KYLLING,,,300,GR.,2025-05-26,kyllingeinderfilet,chicken inner fillet,Chicken,chicken inner fillet Chicken,chicken inner fillet Chicken,Fish Fillet,Fish Fillet (0.58),Chicken Breast (0.56),Chicken Mixed Cuts (0.54),True
Coop,HK. GRISEKØD 8-12%,21.66,HAKKET KØD,,,500,GR.,2025-05-26,hk grisekød,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey",Minced Meat,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey Minced Meat","Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey Minced Meat",Pork Mince,Beef Mince (0.51),Pork Mince (0.45),Sausage (0.40),True
Coop,GRÆSKARKERNER,13.58,"MEL, SUKKER, BAGNING",,,150,GR.,2025-05-26,græskarkerner,Pumpkin seeds,"Flour, Sugar, Baking","Pumpkin seeds Flour, Sugar, Baking","Pumpkin seeds Flour, Sugar, Baking",Wheat Flour,Wheat Flour (0.58),Baking Mix (0.53),Rye Flour (0.51),True
Coop,"PILSNER 4,6%",5.47,ØL,,,33,CL.,2025-05-26,"pilsner ,",Pilsner,Beer,Pilsner Beer,Pilsner Beer,Sports Drink,Sports Drink (0.52),Cider (Alcoholic) (0.48),Cider (0.45),True
Coop,NUDLER KYLLING OG CHILI,5.85,SAUCER & NEM MAD,,,65,GR.,2025-05-26,nudler kylling og chili,noodles chicken and chili,Sauces & Easy Meals,noodles chicken and chili Sauces & Easy Meals,noodles chicken and chili Sauces & Easy Meals,Pasta Sauce,Pasta Sauce (0.54),Pasta Salad (0.53),Ready Meals (0.50),True
Coop,SMØR,22.22,SMØR & FEDTSTOFFER,,,200,GR.,2025-05-26,smør,butter,Butter & Fats,butter Butter & Fats,butter Butter & Fats,Butter,Butter (0.80),Nut Butter (0.69),Biscuits (0.40),True
Coop,LAKS I CITRON/BASILIKUM,22.93,FISKEKONSERVES,,,77,GR.,2025-05-26,laks i citronbasilikum,salmon in lemon basil,Canned Fish,salmon in lemon basil Canned Fish,salmon in lemon basil Canned Fish,Smoked Salmon,Smoked Salmon (0.61),Tuna (Canned) (0.57),Fish Fillet (0.45),True
Coop,COCA COLA,3.84,"SODAVAND, VAND, SMOOTHIES M.V.",,,33,CL.,2025-05-26,coca cola,Coca Cola,"Soft Drinks, Water, Smoothies etc.","Coca Cola Soft Drinks, Water, Smoothies etc.","Coca Cola Soft Drinks, Water, Smoothies etc.",Cola,Cola (0.64),Soda (0.60),Berry Juice (0.53),True
Coop,GOLD ESPRESSO,65.6,INSTANT KAFFE,,,100,GR.,2025-05-26,gold espresso,gold espresso,Instant Coffee,gold espresso Instant Coffee,gold espresso Instant Coffee,Instant Coffee,Instant Coffee (0.74),Coffee (0.62),Ground Coffee (0.58),True
Coop,"A38 NATUREL 0,4%",20.3,SYRNEDE PRODUKTER,,,1,KG.,2025-05-26,"a naturel ,",a natural,Soured Products,a natural Soured Products,a natural Soured Products,Dried Fruit,Dried Fruit (0.47),Canned Fruit (0.44),Flavored Water (0.43),True
Coop,USØDET SOJADRIK,11.81,PLANTEDRIKKE,,,1,LTR.,2025-05-26,usødet sojadrik,Unsweetened soy drink,Plant Drinks,Unsweetened soy drink Plant Drinks,Unsweetened soy drink Plant Drinks,Plant Milk,Plant Milk (0.48),Cocoa Drink (0.47),Energy Drink (0.46),True
Coop,GULDKORN,36.63,MORGENMAD,,,320,GR.,2025-05-26,guldkorn,grains of gold,Breakfast,grains of gold Breakfast,grains of gold Breakfast,Wheat Flour,Wheat Flour (0.46),Ready Meals (0.44),Biscuits (0.41),True
Coop,HK. OKSEKØD 4-7%,51.19,HAKKET KØD,,,350,GR.,2025-05-26,hk oksekød,hek beef,Minced Meat,hek beef Minced Meat,hek beef Minced Meat,Beef Mince,Beef Mince (0.69),Beef (0.61),Pork Mince (0.54),True
Coop,ROYAL CLASSIC,37.82,ALKOHOLFRI ØL/VIN,,,1.98,LTR.,2025-05-26,royal classic,Royal Classic,Non-Alcoholic Beer/Wine,Royal Classic Non-Alcoholic Beer/Wine,Royal Classic Non-Alcoholic Beer/Wine,Cider (Alcoholic),Cider (Alcoholic) (0.54),Sports Drink (0.50),Cider (0.40),True
Coop,HK. OKSEKØD 15-18%,52.03,HAKKET KØD,,,400,GR.,2025-05-26,hk oksekød,hek beef,Minced Meat,hek beef Minced Meat,hek beef Minced Meat,Beef Mince,Beef Mince (0.69),Beef (0.61),Pork Mince (0.54),True
Coop,"LIEBFRAUMILCH 9,5%",27.64,HVIDVIN,,,75,CL.,2025-05-26,"liebfraumilch ,",liebfraumilch,White Wine,liebfraumilch White Wine,liebfraumilch White Wine,Wine,Cider (Alcoholic) (0.41),Grape Juice (0.37),Cider (0.35),True
Coop,COLA NUL SUKKER,3.37,"SODAVAND, VAND, SMOOTHIES M.V.",,,33,CL.,2025-05-26,cola nul sukker,cola zero sugar,"Soft Drinks, Water, Smoothies etc.","cola zero sugar Soft Drinks, Water, Smoothies etc.","cola zero sugar Soft Drinks, Water, Smoothies etc.",Cola,Cola (0.59),Soda (0.59),Berry Juice (0.51),True
Coop,"GRIMBERGEN 6,5%",13.97,SPECIAL ØL,,,33,CL.,2025-05-26,"grimbergen ,",ugbergen,Specialty Beer,ugbergen Specialty Beer,ugbergen Specialty Beer,Sports Drink,Sports Drink (0.43),Cider (Alcoholic) (0.40),Cider (0.37),True
Coop,PEBERMIX,19.46,"AGURK, TOMAT & PEBERFRUGT",,,3,STK.,2025-05-26,pebermix,pepper mix,"Cucumber, Tomato & Bell Pepper","pepper mix Cucumber, Tomato & Bell Pepper","pepper mix Cucumber, Tomato & Bell Pepper",Bell Peppers,Cucumber (0.59),Bell Peppers (0.58),Fruit Mix (0.54),True
Coop,YOGHURTBOLLER,21.11,BOLLER,,,500,GR.,2025-05-26,yoghurtboller,yogurt buns,Buns,yogurt buns Buns,yogurt buns Buns,Buns,Buns (0.79),Yogurt (0.66),Waffles (0.45),True
Coop,ØKO. SNACK PEBER,14.33,"AGURK, TOMAT & PEBERFRUGT",,,200,GR.,2025-05-26,snack peber,Snack pepper,"Cucumber, Tomato & Bell Pepper","Snack pepper Cucumber, Tomato & Bell Pepper","Snack pepper Cucumber, Tomato & Bell Pepper",Bell Peppers,Bell Peppers (0.60),Cucumber (0.58),Chili Peppers (0.52),True
Coop,MADLAVNINGSFLØDE 15%,26.44,FLØDE M.V.,,,0.5,LTR.,2025-05-26,madlavningsfløde,cooking cream,Cream etc.,cooking cream Cream etc.,cooking cream Cream etc.,Whipping Cream,Whipping Cream (0.65),Ice Cream (0.60),Cream Cheese (0.58),True
Coop,ØKO. SPIDSKÅL,19.72,KÅL,,,1,STK.,2025-05-26,spidskål,Chinese cabbages/pe-tsai,Cabbage,Chinese cabbages/pe-tsai Cabbage,Chinese cabbages/pe-tsai Cabbage,Cabbage,Cabbage (0.72),Cauliflower (0.47),Carrots (0.46),True
Coop,CHEESE DIP,11.92,TEX MEX,,,300,GR.,2025-05-26,cheese dip,cheese dip,Tex Mex,cheese dip Tex Mex,cheese dip Tex Mex,Cheese Block,Cheese Block (0.53),Cheese Slices (0.51),Cream Cheese (0.51),True
Coop,EKS. JOMFRU OLIVENOLIE,60.89,"OLIE, EDDIKE & BALSAMICO",,,500,ML.,2025-05-26,eks jomfru olivenolie,ex virgin olive oil,"Oil, Vinegar & Balsamic","ex virgin olive oil Oil, Vinegar & Balsamic","ex virgin olive oil Oil, Vinegar & Balsamic",Garlic,Garlic (0.39),Orange Juice (0.37),Vegetable Juice (0.37),True
Coop,PROTEIN CHOCO,18.09,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",,,500,GR.,2025-05-26,protein choco,protein choco,"Juice, Cocoa, Drinking Yogurt etc.","protein choco Juice, Cocoa, Drinking Yogurt etc.","protein choco Juice, Cocoa, Drinking Yogurt etc.",Yogurt,Yogurt (0.52),Cocoa Milk (0.52),Cocoa Drink (0.49),True
Coop,SPIDSKÅL,15.2,KÅL,,,1,STK.,2025-05-26,spidskål,Chinese cabbages/pe-tsai,Cabbage,Chinese cabbages/pe-tsai Cabbage,Chinese cabbages/pe-tsai Cabbage,Cabbage,Cabbage (0.72),Cauliflower (0.47),Carrots (0.46),True
Coop,FRAICHE 9%,20.24,SYRNEDE PRODUKTER,,,500,GR.,2025-05-26,fraiche,fraiche,Soured Products,fraiche Soured Products,fraiche Soured Products,Dried Fruit,Dried Fruit (0.37),Whipping Cream (0.35),Flavored Water (0.34),True
Coop,TOMATSUPPE,13.54,KONSERVES & SURVARER,,,400,GR.,2025-05-26,tomatsuppe,tomato soup,Canned Goods & Pickles,tomato soup Canned Goods & Pickles,tomato soup Canned Goods & Pickles,Pickles,Pickles (0.59),Canned Fruit (0.59),Canned Peaches (0.53),True
Coop,RØDE STENFRI DRUER,24.27,"MELON, BÆR, VINDRUER & EKSOTISK FRUGT",,,500,GR.,2025-05-26,røde stenfri druer,Red stone-free grapes,"Melon, Berries, Grapes & Exotic Fruit","Red stone-free grapes Melon, Berries, Grapes & Exotic Fruit","Red stone-free grapes Melon, Berries, Grapes & Exotic Fruit",Grapes,Grapes (0.57),Berries (0.51),Grape Juice (0.48),True
Coop,SOLBÆR,17.66,SAFT M.V.,,,1,LTR.,2025-05-26,solbær,"Currants (black, red and white)",Squash/Concentrate etc.,"Currants (black, red and white) Squash/Concentrate etc.","Currants (black, red and white) Squash/Concentrate etc.",Strawberries,Strawberries (0.45),Berries (0.43),Canned Peaches (0.42),True
Coop,SKIVEOST 45+,46.22,SKIVESKÅRET,,,200,GR.,2025-05-26,skiveost +,disc cheese,Sliced,disc cheese Sliced,disc cheese Sliced,Cheese Slices,Cheese Slices (0.71),Cheese Block (0.57),Cream Cheese (0.54),True
Coop,EKS. JOMFRU OLIVENOLIE,51.73,"OLIE, EDDIKE & BALSAMICO",,,750,ML.,2025-05-26,eks jomfru olivenolie,ex virgin olive oil,"Oil, Vinegar & Balsamic","ex virgin olive oil Oil, Vinegar & Balsamic","ex virgin olive oil Oil, Vinegar & Balsamic",Garlic,Garlic (0.39),Orange Juice (0.37),Vegetable Juice (0.37),True
Coop,AUSSIE RULES 13%,38.74,HVIDVIN,,,75,CL.,2025-05-26,aussie rules,aussie rules,White Wine,aussie rules White Wine,aussie rules White Wine,Sports Drink,Sports Drink (0.37),Cider (Alcoholic) (0.32),Grape Juice (0.32),True
Coop,HVERDAGSHONNING,24.61,MARMELADE & CHOKOLADE PÅLÆG M.V.,,,250,GR.,2025-05-26,hverdagshonning,everyday honey,Jam & Chocolate Spreads etc.,everyday honey Jam & Chocolate Spreads etc.,everyday honey Jam & Chocolate Spreads etc.,Honey,Chocolate (0.47),Honey (0.46),Nut Butter (0.42),True
Coop,RAPSOLIE,20.38,"OLIE, EDDIKE & BALSAMICO",,,1,LTR.,2025-05-26,rapsolie,rapeseed oil,"Oil, Vinegar & Balsamic","rapeseed oil Oil, Vinegar & Balsamic","rapeseed oil Oil, Vinegar & Balsamic",Herbal Tea,Herbal Tea (0.38),Grape Juice (0.38),Fruit Juice (Mixed) (0.36),True
Coop,SMALLE SKIVER ML 45+,20.29,SKIVESKÅRET,,,150,GR.,2025-05-26,smalle skiver ml +,narrow slices ml,Sliced,narrow slices ml Sliced,narrow slices ml Sliced,Cheese Slices,Cheese Slices (0.53),Ham Slices (0.51),Chicken Mixed Cuts (0.39),True
Coop,MANGO FORMODNET,13.81,"MELON, BÆR, VINDRUER & EKSOTISK FRUGT",,,1,STK.,2025-05-26,mango formodnet,mango ripened,"Melon, Berries, Grapes & Exotic Fruit","mango ripened Melon, Berries, Grapes & Exotic Fruit","mango ripened Melon, Berries, Grapes & Exotic Fruit",Mango Juice,Mango Juice (0.62),Canned Fruit (0.56),Berries (0.56),True
Coop,"PÅSKELAM 5,8%",16.19,SPECIAL ØL,,,50,CL.,2025-05-26,"påskelam ,",Passover lamb,Specialty Beer,Passover lamb Specialty Beer,Passover lamb Specialty Beer,Sports Drink,Sports Drink (0.38),Cider (Alcoholic) (0.34),Sausage (0.31),True
Coop,MOZZARELLA,16.2,MADLAVNINGSOST M.V.,,,140,GR.,2025-05-26,mozzarella,Mozzarella,Cooking Cheese etc.,Mozzarella Cooking Cheese etc.,Mozzarella Cooking Cheese etc.,Mozzarella,Mozzarella (0.81),Cottage Cheese (0.61),Cheese Slices (0.57),True
Coop,ØKO. OREGANO,15.57,KRYDDERURTER & SMAGSFORSTÆRKERE,,,1,STK.,2025-05-26,oregano,oregano,Herbs & Flavour Enhancers,oregano Herbs & Flavour Enhancers,oregano Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.45),Garlic (0.33),Flavored Water (0.31),True
Coop,"MINIMÆLK 0,4%",14.37,MÆLK M.V.,,,1,LTR.,2025-05-26,"minimælk ,",mini-milk,Milk etc.,mini-milk Milk etc.,mini-milk Milk etc.,Milk,Milk (0.74),Plant Milk (0.65),Cocoa Milk (0.64),True
Coop,MINIMÆLK,4.33,MÆLK M.V.,,,250,ML.,2025-05-26,minimælk,mini-milk,Milk etc.,mini-milk Milk etc.,mini-milk Milk etc.,Milk,Milk (0.74),Plant Milk (0.65),Cocoa Milk (0.64),True
Coop,"PÅSKEBRYG 5,4%",8.06,SPECIAL ØL,,,33,CL.,2025-05-26,"påskebryg ,",Easter Brew,Specialty Beer,Easter Brew Specialty Beer,Easter Brew Specialty Beer,Sports Drink,Sports Drink (0.48),Cider (Alcoholic) (0.46),Cider (0.40),True
Coop,"S.C. VISTANA 12,5%",37.73,RØDVIN,,,75,CL.,2025-05-26,"sc vistana ,",sc vistana,Red Wine,sc vistana Red Wine,sc vistana Red Wine,Grape Juice,Grape Juice (0.39),Lasagna (0.38),Grapes (0.37),True
Coop,KALVE FLANKSTEAK,70.24,OKSEKØD,,,0.45,KG.,2025-05-26,kalve flanksteak,calves flanksteak,Beef,calves flanksteak Beef,calves flanksteak Beef,Beef,Beef (0.61),Beef Mince (0.52),Pork Mince (0.37),True
Coop,HK. OKSEKØD 4-7%,55.26,HAKKET KØD,,,350,GR.,2025-05-26,hk oksekød,hek beef,Minced Meat,hek beef Minced Meat,hek beef Minced Meat,Beef Mince,Beef Mince (0.69),Beef (0.61),Pork Mince (0.54),True
Coop,MAKRELFILET I TOMAT,12.27,FISKEKONSERVES,,,125,GR.,2025-05-26,makrelfilet i tomat,mackerel fillets in tomato,Canned Fish,mackerel fillets in tomato Canned Fish,mackerel fillets in tomato Canned Fish,Fish Fillet,Fish Fillet (0.65),Tuna (Canned) (0.52),Smoked Salmon (0.44),True
Coop,FERSK MØRKSEJFILET,28.63,FISK & SKALDYR,,,250,GR.,2025-05-26,mørksejfilet,Dark sail fillet,Fish & Shellfish,Dark sail fillet Fish & Shellfish,Dark sail fillet Fish & Shellfish,Fish Fillet,Fish Fillet (0.68),Fish Cakes (0.43),Smoked Salmon (0.41),True
Coop,PÅLÆGSCHOKOLADE,48.65,MARMELADE & CHOKOLADE PÅLÆG M.V.,,,216,GR.,2025-05-26,pålægschokolade,cold chocolate,Jam & Chocolate Spreads etc.,cold chocolate Jam & Chocolate Spreads etc.,cold chocolate Jam & Chocolate Spreads etc.,Chocolate,Chocolate (0.64),Ice Cream (0.49),Cocoa Milk (0.45),True
Coop,CORNFLAKES,25.16,MORGENMAD,,,1,KG.,2025-05-26,cornflakes,cornflakes,Breakfast,cornflakes Breakfast,cornflakes Breakfast,Cereals,Corn (0.54),Wheat Flour (0.51),Crispbread (0.46),True
Coop,BURGERDRESSING,21.58,DRESSING,,,425,GR.,2025-05-26,burgerdressing,burger dressing,Dressing,burger dressing Dressing,burger dressing Dressing,Sandwich Spread,Sandwich Spread (0.45),Mixed Salad (0.41),Sandwich Bread (0.39),True
Coop,AMERICANO,36.53,INSTANT KAFFE,,,16,STK.,2025-05-26,americano,americano,Instant Coffee,americano Instant Coffee,americano Instant Coffee,Instant Coffee,Instant Coffee (0.81),Coffee (0.64),Ground Coffee (0.58),True
