Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Date of update,Name Cleaned,Translated Name Cleaned,Context Name,Product,Best Category,Top 1,Top 2,Top 3,Synthetic
Coop,ØKO. GOLDEN DELICIOUS,2.38,"PÆRE, ÆBLE, BANAN & CITRUSFRUGT",,,1,STK.,2025-05-26,2025-04-27,golden delicious,golden delicious,"golden delicious PÆRE, ÆBLE, BANAN & CITRUSFRUGT","golden delicious PÆRE, ÆBLE, BANAN & CITRUSFRUGT",Canned Fruit,Canned Fruit (0.40),Canned Peaches (0.37),Canned Pineapple (0.36),True
Coop,FLØDEALTERNATIV,8.94,FLØDE M.V.,,,250,ML.,2025-05-26,2025-04-27,flødealternativ,cream alternative,cream alternative FLØDE M.V.,cream alternative FLØDE M.V.,Whipping Cream,Whipping Cream (0.49),Cream Cheese (0.45),Ice Cream (0.45),True
Coop,"ÅRGANGSØL 10,6%",23.05,SPECIAL ØL,,,50,CL.,2025-05-26,2025-04-27,"årgangsøl ,",vintage beer,vintage beer SPECIAL ØL,vintage beer SPECIAL ØL,Sports Drink,Sports Drink (0.46),Cider (Alcoholic) (0.39),Cider (0.33),True
Coop,EARL GREY,7.59,TE,,,30,GR.,2025-05-26,2025-04-27,earl grey,Earl grey,Earl grey TE,Earl grey TE,Bell Peppers,Bell Peppers (0.26),Tea (0.25),Mustard (0.24),True
Coop,MOZZARELLA,24.56,MADLAVNINGSOST M.V.,,,200,GR.,2025-05-26,2025-04-27,mozzarella,Mozzarella,Mozzarella MADLAVNINGSOST M.V.,Mozzarella MADLAVNINGSOST M.V.,Mozzarella,Mozzarella (0.79),Cottage Cheese (0.42),Pizza (0.41),True
Coop,TRÆSTAMMER,12.95,"KIKS, KAGER & KNÆKBRØD",,,200,GR.,2025-05-26,2025-04-27,træstammer,logs,"logs KIKS, KAGER & KNÆKBRØD","logs KIKS, KAGER & KNÆKBRØD",Knækbrød,Knækbrød (0.62),Frikadeller (0.25),Buns (0.22),True
Coop,KOLDSKÅL,11.95,KOLDSKÅL,,,224,GR.,2025-05-26,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),True
Coop,REMOULADE,21.88,"KETCHUP, REMOULADE, MAYONNAISE M.V.",,,375,GR.,2025-05-26,2025-04-27,remoulade,remoulade,"remoulade KETCHUP, REMOULADE, MAYONNAISE M.V.","remoulade KETCHUP, REMOULADE, MAYONNAISE M.V.",Mayonnaise,Mayonnaise (0.53),Ketchup (0.43),Mozzarella (0.32),True
Coop,MOCKTAIL,41.95,READY TO DRINK,,,70,CL.,2025-05-26,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),True
Coop,NAKKEKOTELETTER,33.71,GRIS,,,300,GR.,2025-05-26,2025-04-27,nakkekoteletter,"Chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chop","Chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chop GRIS","Chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chopsticks, neck chop GRIS",Pork Chops,Pork Chops (0.33),Chicken Drumsticks (0.31),Chicken Mixed Cuts (0.24),True
Coop,MAJANO 13%,116.5,RØDVIN,,,3,LTR.,2025-05-26,2025-04-27,majano,Mayan,Mayan RØDVIN,Mayan RØDVIN,Knækbrød,Knækbrød (0.36),Parmesan (0.34),Frikadeller (0.30),True
Coop,ØKO. GULERØDDER,1.22,GROV GRØNT,,,0.08,KG.,2025-05-26,2025-04-27,gulerødder,Carrots,Carrots GROV GRØNT,Carrots GROV GRØNT,Carrots,Carrots (0.65),Cabbage (0.43),Potatoes (0.40),True
Coop,DANABLU 50+,18.71,SPECIALOST,,,150,GR.,2025-05-26,2025-04-27,danablu +,danablu,danablu SPECIALOST,danablu SPECIALOST,Salami,Salami (0.25),Frikadeller (0.23),Magnum (0.22),True
Coop,HØNSEBOUILLON,4.54,SAUCER & NEM MAD,,,100,GR.,2025-05-26,2025-04-27,hønsebouillon,chicken broth,chicken broth SAUCER & NEM MAD,chicken broth SAUCER & NEM MAD,Chicken Mixed Cuts,Chicken Mixed Cuts (0.48),Chicken Breast (0.43),Chicken Drumsticks (0.42),True
Coop,KOTELETTER M. HVIDLØG,34.01,GRIS,,,300,GR.,2025-05-26,2025-04-27,koteletter m hvidløg,chops with garlic,chops with garlic GRIS,chops with garlic GRIS,Garlic,Garlic (0.60),Pork Chops (0.52),Onions (0.44),True
Coop,"SØDMÆLK 3,5%",17.42,MÆLK M.V.,,,1,LTR.,2025-05-26,2025-04-27,"sødmælk ,",whole milk,whole milk MÆLK M.V.,whole milk MÆLK M.V.,Milk,Milk (0.65),Plant Milk (0.53),Cocoa Milk (0.49),True
Coop,PISKEFLØDE 38%,31.82,FLØDE M.V.,,,0.5,LTR.,2025-05-26,2025-04-27,piskefløde,whip cream,whip cream FLØDE M.V.,whip cream FLØDE M.V.,Whipping Cream,Whipping Cream (0.62),Ice Cream (0.43),Cream Cheese (0.39),True
Coop,FRAICHE 9%,15.0,SYRNEDE PRODUKTER,,,190,GR.,2025-05-26,2025-04-27,fraiche,fraiche,fraiche SYRNEDE PRODUKTER,fraiche SYRNEDE PRODUKTER,Parmesan,Parmesan (0.33),Frikadeller (0.33),Pear Cider (0.29),True
Coop,RADIATORI N°73,13.65,"RIS & PASTA, MV",,,500,GR.,2025-05-26,2025-04-27,radiatori n°,radiatori n°,"radiatori n° RIS & PASTA, MV","radiatori n° RIS & PASTA, MV",Pasta,Pasta (0.44),Pasta Sauce (0.39),Spaghetti (0.36),True
Coop,HVIDLØG & URTER,25.44,SMØREOST,,,200,GR.,2025-05-26,2025-04-27,hvidløg & urter,garlic & herbs,garlic & herbs SMØREOST,garlic & herbs SMØREOST,Garlic,Garlic (0.67),Herbal Tea (0.40),Broccoli (0.37),True
Coop,SUN LOLLY,19.74,FRYS-SELV-IS,,,480,ML.,2025-05-26,2025-04-27,sun lolly,sun lolly,sun lolly FRYS-SELV-IS,sun lolly FRYS-SELV-IS,Lemons,Lemons (0.34),Pear Cider (0.29),Surimi (0.28),True
Coop,RADISER MED TOP,6.36,"SALATER, FINT GRØNT & AVOCADO",,,1,BDT.,2025-05-26,2025-04-27,radiser med top,radishes with top,"radishes with top SALATER, FINT GRØNT & AVOCADO","radishes with top SALATER, FINT GRØNT & AVOCADO",Avocados,Avocados (0.41),Potatoes (0.29),Fish Fillet (0.29),True
Coop,HK. OKSE 8-12%,64.6,HAKKET KØD,,,400,GR.,2025-05-26,2025-04-27,hk okse,hp ox,hp ox HAKKET KØD,hp ox HAKKET KØD,Knækbrød,Knækbrød (0.48),Sausage (0.22),Liver Pâté (0.22),True
Coop,MIX STENFRI DRUER,24.03,"MELON, BÆR, VINDRUER & EKSOTISK FRUGT",,,500,GR.,2025-05-26,2025-04-27,mix stenfri druer,mix rock-free grapes,"mix rock-free grapes MELON, BÆR, VINDRUER & EKSOTISK FRUGT","mix rock-free grapes MELON, BÆR, VINDRUER & EKSOTISK FRUGT",Grapes,Grapes (0.56),Fruit Mix (0.51),Grape Juice (0.49),True
Coop,SKYR NATUREL,15.53,SYRNEDE PRODUKTER,,,450,GR.,2025-05-26,2025-04-27,skyr naturel,Shader naturel,Shader naturel SYRNEDE PRODUKTER,Shader naturel SYRNEDE PRODUKTER,Pear Cider,Pear Cider (0.32),Skyr (0.31),Cider (0.27),True
Coop,BØNNER,15.0,GROV GRØNT,,,150,GR.,2025-05-26,2025-04-27,bønner,beans,beans GROV GRØNT,beans GROV GRØNT,Coffee Beans,Coffee Beans (0.48),Baked Beans (0.47),Knækbrød (0.40),True
Coop,TORTILLA CHIPS SALT,14.66,TEX MEX,,,100,GR.,2025-05-26,2025-04-27,tortilla chips salt,Tortilla chips salt,Tortilla chips salt TEX MEX,Tortilla chips salt TEX MEX,Tortilla Wraps,Tortilla Wraps (0.57),Chili Peppers (0.37),Crispbread (0.35),True
Coop,STATE ENERGY,9.52,ENERGIDRIKKE,,,35,CL.,2025-05-26,2025-04-27,state energy,state energy,state energy ENERGIDRIKKE,state energy ENERGIDRIKKE,Energy Drink,Energy Drink (0.43),Knækbrød (0.24),Parmesan (0.20),True
Coop,EKS. JOMF.OLIVENOLIE,48.94,"OLIE, EDDIKE & BALSAMICO",,,500,ML.,2025-05-26,2025-04-27,eks jomfolivenolie,ex virgin olive oil,"ex virgin olive oil OLIE, EDDIKE & BALSAMICO","ex virgin olive oil OLIE, EDDIKE & BALSAMICO",Orange Juice,Orange Juice (0.35),Avocados (0.35),Mango Juice (0.34),True
Coop,THOUSAND ISLAND,20.38,DRESSING,,,425,GR.,2025-05-26,2025-04-27,thousand island,thousand Island,thousand Island DRESSING,thousand Island DRESSING,Dish Soap,Dish Soap (0.29),Hand Soap (0.27),Cottage Cheese (0.27),True
Coop,EKS. JOMFRU OLIVENOLIE,64.3,"OLIE, EDDIKE & BALSAMICO",,,500,ML.,2025-05-26,2025-04-27,eks jomfru olivenolie,ex virgin olive oil,"ex virgin olive oil OLIE, EDDIKE & BALSAMICO","ex virgin olive oil OLIE, EDDIKE & BALSAMICO",Orange Juice,Orange Juice (0.35),Avocados (0.35),Mango Juice (0.34),True
Coop,SUN LOLLY,20.59,FRYS-SELV-IS,,,480,ML.,2025-05-26,2025-04-27,sun lolly,sun lolly,sun lolly FRYS-SELV-IS,sun lolly FRYS-SELV-IS,Lemons,Lemons (0.34),Pear Cider (0.29),Surimi (0.28),True
Coop,"S.C. VISTANA 12,5%",37.22,ROSEVIN,,,75,CL.,2025-05-26,2025-04-27,"sc vistana ,",sc vistana,sc vistana ROSEVIN,sc vistana ROSEVIN,Surimi,Surimi (0.30),Lasagna (0.30),Frikadeller (0.27),True
Coop,REJEOST,28.41,SMØREOST,,,200,GR.,2025-05-26,2025-04-27,rejeost,shrimp cheese,shrimp cheese SMØREOST,shrimp cheese SMØREOST,Cottage Cheese,Cottage Cheese (0.52),Cream Cheese (0.50),Cheese Slices (0.47),True
Coop,HELE SORTE PEBERKORN,9.75,KRYDDERIER,,,100,GR.,2025-05-26,2025-04-27,hele sorte peberkorn,whole black peppercorn,whole black peppercorn KRYDDERIER,whole black peppercorn KRYDDERIER,Chili Peppers,Chili Peppers (0.46),Bell Peppers (0.43),Licorice (0.42),True
Coop,SUN LOLLY,21.82,FRYS-SELV-IS,,,480,ML.,2025-05-26,2025-04-27,sun lolly,sun lolly,sun lolly FRYS-SELV-IS,sun lolly FRYS-SELV-IS,Lemons,Lemons (0.34),Pear Cider (0.29),Surimi (0.28),True
Coop,KOLDSKÅL,25.49,KOLDSKÅL,,,1,LTR.,2025-05-26,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),True
Coop,REJEOST 8%,30.72,SMØREOST,,,200,GR.,2025-05-26,2025-04-27,rejeost,shrimp cheese,shrimp cheese SMØREOST,shrimp cheese SMØREOST,Cottage Cheese,Cottage Cheese (0.52),Cream Cheese (0.50),Cheese Slices (0.47),True
Coop,STATE ENERGY,14.03,ENERGIDRIKKE,,,40,CL.,2025-05-26,2025-04-27,state energy,state energy,state energy ENERGIDRIKKE,state energy ENERGIDRIKKE,Energy Drink,Energy Drink (0.43),Knækbrød (0.24),Parmesan (0.20),True
Coop,PISKEFLØDE 38%,22.15,FLØDE M.V.,,,330,ML.,2025-05-26,2025-04-27,piskefløde,whip cream,whip cream FLØDE M.V.,whip cream FLØDE M.V.,Whipping Cream,Whipping Cream (0.62),Ice Cream (0.43),Cream Cheese (0.39),True
Coop,SARTI ROSA 14%,103.16,READY TO DRINK,,,70,CL.,2025-05-26,2025-04-27,sarti rosa,Sarti pink,Sarti pink READY TO DRINK,Sarti pink READY TO DRINK,Sports Drink,Sports Drink (0.40),Iced Tea (0.39),Tea (0.38),True
Coop,SALATOST TERN 3%,22.8,MADLAVNINGSOST M.V.,,,200,GR.,2025-05-26,2025-04-27,salatost tern,Salad cheese tern,Salad cheese tern MADLAVNINGSOST M.V.,Salad cheese tern MADLAVNINGSOST M.V.,Pasta Salad,Pasta Salad (0.56),Mixed Salad (0.54),Cottage Cheese (0.53),True
Coop,ROYAL CLASSIC,6.95,ALKOHOLFRI ØL/VIN,,,33,CL.,2025-05-26,2025-04-27,royal classic,Royal Classic,Royal Classic ALKOHOLFRI ØL/VIN,Royal Classic ALKOHOLFRI ØL/VIN,Knækbrød,Knækbrød (0.35),Sports Drink (0.30),Frikadeller (0.28),True
Coop,HØNSEBOUILLON,19.3,SAUCER & NEM MAD,,,100,GR.,2025-05-26,2025-04-27,hønsebouillon,chicken broth,chicken broth SAUCER & NEM MAD,chicken broth SAUCER & NEM MAD,Chicken Mixed Cuts,Chicken Mixed Cuts (0.48),Chicken Breast (0.43),Chicken Drumsticks (0.42),True
Coop,CAPPUCCINO,12.57,INSTANT KAFFE,,,140,GR.,2025-05-26,2025-04-27,cappuccino,cappuccino,cappuccino INSTANT KAFFE,cappuccino INSTANT KAFFE,Instant Coffee,Instant Coffee (0.53),Coffee (0.45),Coffee Beans (0.40),True
Coop,"PÅSKEBRYG 5,4%",46.02,SPECIAL ØL,,,1.98,LTR.,2025-05-26,2025-04-27,"påskebryg ,",Easter Brew,Easter Brew SPECIAL ØL,Easter Brew SPECIAL ØL,Sports Drink,Sports Drink (0.36),Iced Tea (0.35),Flavored Water (0.34),True
Coop,FREIXENET,50.42,ALKOHOLFRI ØL/VIN,,,75,CL.,2025-05-26,2025-04-27,freixenet,freixenet,freixenet ALKOHOLFRI ØL/VIN,freixenet ALKOHOLFRI ØL/VIN,Knækbrød,Knækbrød (0.47),Frikadeller (0.39),Liver Pâté (0.25),True
Coop,SMØREOST 8/8,16.03,BØRNEOST,,,140,GR.,2025-05-26,2025-04-27,smøreost,Butter cheese,Butter cheese BØRNEOST,Butter cheese BØRNEOST,Butter,Butter (0.61),Cottage Cheese (0.60),Cream Cheese (0.60),True
Coop,SKRABEÆG,38.33,ÆG,,,15,STK.,2025-05-26,2025-04-27,skrabeæg,dredging eggs,dredging eggs ÆG,dredging eggs ÆG,Eggs,Eggs (0.59),Fish Fillet (0.29),Chicken Drumsticks (0.28),True
Coop,"MINIMÆLK 0,4%",16.14,MÆLK M.V.,,,1,LTR.,2025-05-26,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),True
Coop,TORSKEFILETER,41.01,FISK & SKALDYR,,,225,GR.,2025-05-26,2025-04-27,torskefileter,cod fillets,cod fillets FISK & SKALDYR,cod fillets FISK & SKALDYR,Fish Fillet,Fish Fillet (0.56),Knækbrød (0.33),Fish Cakes (0.30),True
Coop,FULDKORN BURGER,19.99,FAST FOOD BRØD,,,320,GR.,2025-05-26,2025-04-27,fuldkorn burger,whole grain burger,whole grain burger FAST FOOD BRØD,whole grain burger FAST FOOD BRØD,Sandwich Bread,Sandwich Bread (0.47),Sandwich Spread (0.46),Beef Mince (0.45),True
Coop,OSTEHAPS 18 STK.,39.0,BØRNEOST,,,324,GR.,2025-05-26,2025-04-27,ostehaps stk,Chewinghams,Chewinghams BØRNEOST,Chewinghams BØRNEOST,Knækbrød,Knækbrød (0.45),Ham Slices (0.42),Biscuits (0.40),True
Coop,INSTANT KAFFE,41.5,INSTANT KAFFE,,,100,GR.,2025-05-26,2025-04-27,instant kaffe,instant coffee,instant coffee INSTANT KAFFE,instant coffee INSTANT KAFFE,Instant Coffee,Instant Coffee (0.83),Coffee (0.66),Ground Coffee (0.60),True
Coop,"KAKAOMÆLK 0,5%",20.55,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",,,1,LTR.,2025-05-26,2025-04-27,"kakaomælk ,",cocoa milk,"cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.","cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.",Cocoa Milk,Cocoa Milk (0.68),Cocoa Drink (0.59),Mango Juice (0.55),True
Coop,HK. OKSEKØD 15-18%,49.09,HAKKET KØD,,,400,GR.,2025-05-26,2025-04-27,hk oksekød,hek beef,hek beef HAKKET KØD,hek beef HAKKET KØD,Knækbrød,Knækbrød (0.55),Beef Steak (0.48),Beef Mince (0.47),True
Coop,FRANSK BRIE,18.15,SPECIALOST,,,200,GR.,2025-05-26,2025-04-27,fransk brie,French brie,French brie SPECIALOST,French brie SPECIALOST,Parmesan,Parmesan (0.36),Bouillon (0.32),Beef Mince (0.32),True
Coop,CORNFLAKES,25.63,MORGENMAD,,,1,KG.,2025-05-26,2025-04-27,cornflakes,cornflakes,cornflakes MORGENMAD,cornflakes MORGENMAD,Corn,Corn (0.53),Wheat Flour (0.39),Crispbread (0.36),True
Coop,INSTANT KAFFE,40.69,INSTANT KAFFE,,,100,GR.,2025-05-26,2025-04-27,instant kaffe,instant coffee,instant coffee INSTANT KAFFE,instant coffee INSTANT KAFFE,Instant Coffee,Instant Coffee (0.83),Coffee (0.66),Ground Coffee (0.60),True
Coop,COLA,3.37,"SODAVAND, VAND, SMOOTHIES M.V.",,,33,CL.,2025-05-26,2025-04-27,cola,cola,"cola SODAVAND, VAND, SMOOTHIES M.V.","cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.56),Soda (0.53),Berry Juice (0.44),True
Coop,SMØRBAR,19.13,SMØR & FEDTSTOFFER,,,200,GR.,2025-05-26,2025-04-27,smørbar,Butterable,Butterable SMØR & FEDTSTOFFER,Butterable SMØR & FEDTSTOFFER,Butter,Butter (0.50),Nut Butter (0.44),Knækbrød (0.42),True
Coop,DILD,8.96,KRYDDERURTER & SMAGSFORSTÆRKERE,,,1,STK.,2025-05-26,2025-04-27,dild,dill,dill KRYDDERURTER & SMAGSFORSTÆRKERE,dill KRYDDERURTER & SMAGSFORSTÆRKERE,Knækbrød,Knækbrød (0.50),Frikadeller (0.38),Margarine (0.28),True
Coop,"ROYAL EXPORT 5,4%",6.53,ØL,,,33,CL.,2025-05-26,2025-04-27,"royal export ,",royal export,royal export ØL,royal export ØL,Knækbrød,Knækbrød (0.35),Licorice (0.20),Cottage Cheese (0.19),True
Coop,SVINEFEDT,24.45,SMØR & FEDTSTOFFER,,,500,GR.,2025-05-26,2025-04-27,svinefedt,Pig fat,Pig fat SMØR & FEDTSTOFFER,Pig fat SMØR & FEDTSTOFFER,Pork Mince,Pork Mince (0.38),Knækbrød (0.34),Nut Butter (0.33),True
Coop,COLA,3.43,"SODAVAND, VAND, SMOOTHIES M.V.",,,33,CL.,2025-05-26,2025-04-27,cola,cola,"cola SODAVAND, VAND, SMOOTHIES M.V.","cola SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.56),Soda (0.53),Berry Juice (0.44),True
Coop,FULDKORNSSANDWICH,9.54,BRØD,,,500,GR.,2025-05-26,2025-04-27,fuldkornssandwich,whole grain sandwich,whole grain sandwich BRØD,whole grain sandwich BRØD,Sandwich Bread,Sandwich Bread (0.63),Sandwich Spread (0.59),Rye Bread (0.51),True
Coop,COLA NUL SUKKER,7.02,"SODAVAND, VAND, SMOOTHIES M.V.",,,1.5,LTR.,2025-05-26,2025-04-27,cola nul sukker,cola zero sugar,"cola zero sugar SODAVAND, VAND, SMOOTHIES M.V.","cola zero sugar SODAVAND, VAND, SMOOTHIES M.V.",Cola,Cola (0.58),Soda (0.57),Berry Juice (0.48),True
Coop,BONDEBRØD,24.03,RUGBRØD,,,500,GR.,2025-05-26,2025-04-27,bondebrød,Peas (with pods),Peas (with pods) RUGBRØD,Peas (with pods) RUGBRØD,Peas,Peas (0.66),Chickpeas (0.43),Cabbage (0.42),True
Coop,KYLLINGEBRYSTFILET,41.65,KYLLING,,,450,GR.,2025-05-26,2025-04-27,kyllingebrystfilet,chicken breast fillet,chicken breast fillet KYLLING,chicken breast fillet KYLLING,Chicken Breast,Chicken Breast (0.66),Fish Fillet (0.52),Chicken Thighs (0.49),True
Coop,COCKTAILPØLSER,10.78,KONSERVES & SURVARER,,,115,GR.,2025-05-26,2025-04-27,cocktailpølser,cocktail sausage,cocktail sausage KONSERVES & SURVARER,cocktail sausage KONSERVES & SURVARER,Sausage,Sausage (0.56),Cottage Cheese (0.37),Mozzarella (0.36),True
Coop,GIRAF BLACK 10%,17.24,SPECIAL ØL,,,50,CL.,2025-05-26,2025-04-27,giraf black,giraffe black,giraffe black SPECIAL ØL,giraffe black SPECIAL ØL,Zucchini,Zucchini (0.25),Chickpeas (0.24),Feta Cheese (0.23),True
Coop,KIKÆRTER,7.59,KONSERVES & SURVARER,,,240,GR.,2025-05-26,2025-04-27,kikærter,chickpeas,chickpeas KONSERVES & SURVARER,chickpeas KONSERVES & SURVARER,Chickpeas,Chickpeas (0.71),Peas (0.38),Chicken Thighs (0.35),True
Coop,MOCKTAIL,42.4,READY TO DRINK,,,70,CL.,2025-05-26,2025-04-27,mocktail,mocktail,mocktail READY TO DRINK,mocktail READY TO DRINK,Sports Drink,Sports Drink (0.47),Flavored Water (0.38),Instant Coffee (0.35),True
Coop,FINTHAKKET FISKEFARS,38.43,FISK & SKALDYR,,,400,GR.,2025-05-26,2025-04-27,finthakket fiskefars,finely chopped fish fare,finely chopped fish fare FISK & SKALDYR,finely chopped fish fare FISK & SKALDYR,Fish Fillet,Fish Fillet (0.52),Fish Cakes (0.44),Tuna (Canned) (0.40),True
Coop,GRÆSK YOGHURT 10%,17.56,YOGHURT M.V.,,,400,GR.,2025-05-26,2025-04-27,græsk yoghurt,Greek yogurt,Greek yogurt YOGHURT M.V.,Greek yogurt YOGHURT M.V.,Yogurt,Yogurt (0.78),Milk (0.40),Cottage Cheese (0.37),True
Coop,HAVREDRIK,23.74,PLANTEDRIKKE,,,1,LTR.,2025-05-26,2025-04-27,havredrik,Oat drink,Oat drink PLANTEDRIKKE,Oat drink PLANTEDRIKKE,Plant Milk,Plant Milk (0.46),Flavored Water (0.42),Orange Juice (0.41),True
Coop,BRUT DARGENT 11%,62.51,MOUSSERENDE VIN,,,75,CL.,2025-05-26,2025-04-27,brut dargent,brut dargent,brut dargent MOUSSERENDE VIN,brut dargent MOUSSERENDE VIN,Knækbrød,Knækbrød (0.29),Magnum (0.27),Mozzarella (0.27),True
Coop,HK. GRIS & KALV 4-7%,39.44,HAKKET KØD,,,400,GR.,2025-05-26,2025-04-27,hk gris & kalv,hp pig & calf,hp pig & calf HAKKET KØD,hp pig & calf HAKKET KØD,Pork Mince,Pork Mince (0.40),Knækbrød (0.39),Beef Mince (0.34),True
Coop,VARIATION BOX,10.91,TE,,,30,GR.,2025-05-26,2025-04-27,variation box,variation box,variation box TE,variation box TE,Fruit Mix,Fruit Mix (0.23),Bell Peppers (0.21),Conditioner (0.21),True
Coop,ROSINER,10.51,NØDDER & TØRRET FRUGT,,,250,GR.,2025-05-26,2025-04-27,rosiner,Raisins,Raisins NØDDER & TØRRET FRUGT,Raisins NØDDER & TØRRET FRUGT,Raisins,Raisins (0.62),Knækbrød (0.41),Frikadeller (0.36),True
Coop,GRANOLA NØDDER,30.71,MORGENMAD,,,500,GR.,2025-05-26,2025-04-27,granola nødder,Granola nuts,Granola nuts MORGENMAD,Granola nuts MORGENMAD,Nut Butter,Nut Butter (0.49),Yogurt (0.44),Bananas (0.40),True
Coop,FRUGTSTÆNGER,18.91,NØDDER & TØRRET FRUGT,,,100,GR.,2025-05-26,2025-04-27,frugtstænger,Fruit poles,Fruit poles NØDDER & TØRRET FRUGT,Fruit poles NØDDER & TØRRET FRUGT,Knækbrød,Knækbrød (0.41),Fruit Mix (0.40),Berries (0.39),True
Coop,COFFEE CREAMER,12.97,KAFFETILBEHØR,,,250,GR.,2025-05-26,2025-04-27,coffee creamer,coffee creamer,coffee creamer KAFFETILBEHØR,coffee creamer KAFFETILBEHØR,Coffee,Coffee (0.61),Instant Coffee (0.54),Ground Coffee (0.52),True
Coop,MOZZARELLA 13%,21.72,MADLAVNINGSOST M.V.,,,150,GR.,2025-05-26,2025-04-27,mozzarella,Mozzarella,Mozzarella MADLAVNINGSOST M.V.,Mozzarella MADLAVNINGSOST M.V.,Mozzarella,Mozzarella (0.79),Cottage Cheese (0.42),Pizza (0.41),True
Coop,MARMELADE,21.73,MARMELADE & CHOKOLADE PÅLÆG M.V.,,,415,GR.,2025-05-26,2025-04-27,marmelade,jam,jam MARMELADE & CHOKOLADE PÅLÆG M.V.,jam MARMELADE & CHOKOLADE PÅLÆG M.V.,Jam,Jam (0.44),Knækbrød (0.44),Margarine (0.32),True
Coop,MOZZARELLA,15.38,MADLAVNINGSOST M.V.,,,140,GR.,2025-05-26,2025-04-27,mozzarella,Mozzarella,Mozzarella MADLAVNINGSOST M.V.,Mozzarella MADLAVNINGSOST M.V.,Mozzarella,Mozzarella (0.79),Cottage Cheese (0.42),Pizza (0.41),True
Coop,SOUR CREAM & ONION,12.6,CHIPS OG SNACKS,,,70,GR.,2025-05-26,2025-04-27,sour cream & onion,sour cream & onion,sour cream & onion CHIPS OG SNACKS,sour cream & onion CHIPS OG SNACKS,Biscuits,Biscuits (0.47),Onions (0.43),Cheese Slices (0.43),True
Coop,PINK LADY ÆBLER,17.71,"PÆRE, ÆBLE, BANAN & CITRUSFRUGT",,,1,BAKKE,2025-05-26,2025-04-27,pink lady æbler,pink lady apples,"pink lady apples PÆRE, ÆBLE, BANAN & CITRUSFRUGT","pink lady apples PÆRE, ÆBLE, BANAN & CITRUSFRUGT",Apples,Apples (0.51),Canned Fruit (0.47),Blueberries (0.43),True
Coop,MILD OST 13%,37.58,SKIVESKÅRET,,,200,GR.,2025-05-26,2025-04-27,mild ost,mild cheese,mild cheese SKIVESKÅRET,mild cheese SKIVESKÅRET,Cottage Cheese,Cottage Cheese (0.58),Cheese Slices (0.57),Cheese Block (0.54),True
Coop,HELÆG,18.39,ÆG,,,180,GR.,2025-05-26,2025-04-27,helæg,whole eggs,whole eggs ÆG,whole eggs ÆG,Eggs,Eggs (0.68),Waffles (0.32),Milk (0.31),True
Coop,"A38 HINDBÆR 0,4%",21.05,SYRNEDE PRODUKTER,,,1,KG.,2025-05-26,2025-04-27,"a hindbær ,",a raspberries,a raspberries SYRNEDE PRODUKTER,a raspberries SYRNEDE PRODUKTER,Strawberries,Strawberries (0.59),Blueberries (0.56),Berries (0.53),True
Coop,HAKKEDE TOMATER,6.25,KONSERVES & SURVARER,,,400,GR.,2025-05-26,2025-04-27,hakkede tomater,chopped tomatoes,chopped tomatoes KONSERVES & SURVARER,chopped tomatoes KONSERVES & SURVARER,Tomatoes,Tomatoes (0.65),Tinned Tomatoes (0.58),Tomato Paste (0.54),True
Coop,"PILSNER 4,4%",3.78,ØL,,,33,CL.,2025-05-26,2025-04-27,"pilsner ,",Pilsner,Pilsner ØL,Pilsner ØL,Knækbrød,Knækbrød (0.47),Frikadeller (0.41),Pickles (0.30),True
